,Unnamed: 0,Unnamed: 0.1,년도,월,일,요일,시각,사고등급,사망자수,중상자수,경상자수,부상자수,연령,성별,경력,음주,종별,용도,관련자2,사고형태,기상상태,일광상태,사고유형1,사고유형2,법규위반,도로종류,지점명,위도,경도,자치구,Unnamed: 0.1.1,0,0.1,0.0,grade,class,target
7089,7089,412,2019,12,22,일요일,0,경상사고,0,0,1,0,59,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,심야,차대차,추돌(진행중),신호위반,특별광역시도,인왕아파트앞삼거리,37.5851709,126.94905520000002,서대문구,22.0,24.0,,,50~59,65세 미만 운전자,0
7090,7090,413,2017,1,10,화요일,13,경상사고,0,0,2,0,64,남,15년이상,,승용,사업용,원동기,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,0.0,2.0,,,60~69,65세 미만 운전자,0
7091,7091,414,2017,1,21,토요일,17,경상사고,0,0,2,0,37,여,15년미만,,승용,비사업용,승용,일직선사고,눈,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,1.0,3.0,,,30~39,65세 미만 운전자,0
7092,7092,417,2017,10,17,화요일,12,중상사고,0,2,0,0,52,여,15년이상,,승용,비사업용,이륜,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,4.0,6.0,,,50~59,65세 미만 운전자,0
7093,7093,418,2017,12,22,금요일,14,경상사고,0,0,1,0,78,남,15년이상,,승용,사업용,승용,기타사고,맑음,주간,차대차,차대차-기타,교차로운행방법위반,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,5.0,7.0,,,70~79,65세 이상 고령운전자,1
7094,7094,419,2018,2,28,수요일,10,중상사고,0,1,0,0,65,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,기타,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,6.0,8.0,,,60~69,65세 이상 고령운전자,1
7095,7095,421,2018,3,1,목요일,21,경상사고,0,0,1,0,82,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,8.0,10.0,,,80~89,65세 이상 고령운전자,1
7096,7096,422,2018,4,7,토요일,0,경상사고,0,0,1,1,44,남,15년이상,,승용,비사업용,승용,진입회전사고,흐림,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,9.0,11.0,,,40~49,65세 미만 운전자,0
7097,7097,423,2018,4,5,목요일,5,중상사고,0,1,0,0,73,남,15년이상,,이륜,기타,보행자,진입회전사고,비,새벽,차대사람,횡단중,신호위반,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,10.0,12.0,,,70~79,65세 이상 고령운전자,1
7098,7098,424,2018,4,30,월요일,8,중상사고,0,1,0,0,57,남,15년이상,,승용,사업용,기타,기타사고,맑음,출퇴근,차량단독,차량단독-기타,안전운전불이행,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,11.0,13.0,,,50~59,65세 미만 운전자,0
7099,7099,425,2018,7,7,토요일,9,경상사고,0,0,1,0,37,남,15년이상,,자전거,기타,보행자,기타사고,맑음,주간,차대사람,차도통행중,안전운전불이행,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,12.0,14.0,,,30~39,65세 미만 운전자,0
7100,7100,426,2018,11,28,수요일,20,중상사고,0,1,0,0,53,남,15년이상,,화물,비사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,13.0,15.0,,,50~59,65세 미만 운전자,0
7101,7101,427,2018,12,3,월요일,17,부상사고,0,0,0,1,60,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,14.0,16.0,,,60~69,65세 미만 운전자,0
7102,7102,429,2019,5,20,월요일,16,중상사고,0,1,0,0,59,남,15년이상,,승합,사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍남교교차로,37.586186,126.946864,서대문구,16.0,18.0,,,50~59,65세 미만 운전자,0
7103,7103,432,2017,5,3,수요일,20,경상사고,0,0,1,0,56,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,홍연2교북단교차로,37.5778104,126.9308627,서대문구,2.0,4.0,,,50~59,65세 미만 운전자,0
7104,7104,433,2017,6,23,금요일,14,중상사고,0,2,1,0,30,남,15년미만,,승용,비사업용,승합,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,홍연2교북단교차로,37.5778104,126.9308627,서대문구,3.0,5.0,,,30~39,65세 미만 운전자,0
7105,7105,434,2017,6,3,토요일,18,중상사고,0,1,0,0,63,여,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,홍연2교북단교차로,37.5778104,126.9308627,서대문구,4.0,6.0,,,60~69,65세 미만 운전자,0
7106,7106,437,2018,3,19,월요일,10,경상사고,0,0,1,0,55,여,10년미만,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,홍연2교북단교차로,37.5778104,126.9308627,서대문구,7.0,9.0,,,50~59,65세 미만 운전자,0
7107,7107,438,2018,6,5,화요일,15,중상사고,0,1,1,0,25,남,10년미만,,승용,비사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,홍연2교북단교차로,37.5778104,126.9308627,서대문구,8.0,10.0,,,20~29,65세 미만 운전자,0
7108,7108,439,2018,8,9,목요일,7,중상사고,0,1,0,0,23,남,5년미만,,승용,사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍연2교북단교차로,37.5778104,126.9308627,서대문구,9.0,11.0,,,20~29,65세 미만 운전자,0
7109,7109,440,2018,9,28,금요일,20,경상사고,0,0,1,0,66,남,15년이상,,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,홍연2교북단교차로,37.5778104,126.9308627,서대문구,10.0,12.0,,,60~69,65세 이상 고령운전자,1
7110,7110,442,2018,12,12,수요일,10,부상사고,0,0,0,1,70,남,15년이상,,승용,사업용,승합,진입회전사고,맑음,주간,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,홍연2교북단교차로,37.5778104,126.9308627,서대문구,12.0,14.0,,,70~79,65세 이상 고령운전자,1
7111,7111,443,2019,1,5,토요일,18,경상사고,0,0,1,0,51,여,15년이상,,원동기,데이터오류,보행자,기타사고,맑음,출퇴근,차대사람,차대사람-기타,안전운전불이행,특별광역시도,홍연2교북단교차로,37.5778104,126.9308627,서대문구,13.0,15.0,,,50~59,65세 미만 운전자,0
7112,7112,444,2019,4,27,토요일,5,경상사고,0,0,1,2,36,남,15년이상,0.0,승용,비사업용,기타,단독사고,맑음,새벽,차량단독,공작물추돌,안전운전불이행,특별광역시도,홍연2교북단교차로,37.5778104,126.9308627,서대문구,14.0,16.0,,,30~39,65세 미만 운전자,0
7113,7113,446,2019,8,14,수요일,14,경상사고,0,0,1,0,38,여,10년미만,,승용,비사업용,승용,기타사고,맑음,주간,차대차,차대차-기타,교차로운행방법위반,특별광역시도,홍연2교북단교차로,37.5778104,126.9308627,서대문구,16.0,18.0,,,30~39,65세 미만 운전자,0
7114,7114,448,2019,10,17,목요일,2,중상사고,0,1,0,0,64,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,심야,차대차,추돌(진행중),신호위반,특별광역시도,홍연2교북단교차로,37.5778104,126.9308627,서대문구,18.0,20.0,,,60~69,65세 미만 운전자,0
7115,7115,450,2017,2,12,일요일,20,부상사고,0,0,0,1,57,남,15년이상,,승합,사업용,원동기,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,1.0,3.0,,,50~59,65세 미만 운전자,0
7116,7116,452,2017,6,7,수요일,10,경상사고,0,0,1,0,35,여,1년미만,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,3.0,5.0,,,30~39,65세 미만 운전자,0
7117,7117,453,2017,6,19,월요일,14,중상사고,0,1,0,0,56,남,10년미만,,승용,비사업용,화물,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,4.0,6.0,,,50~59,65세 미만 운전자,0
7118,7118,454,2017,7,16,일요일,23,경상사고,0,0,1,0,79,남,15년이상,,승용,사업용,승용,기타사고,맑음,심야,차대차,차대차-기타,교차로운행방법위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,5.0,7.0,,,70~79,65세 이상 고령운전자,1
7119,7119,455,2017,8,8,화요일,14,중상사고,0,1,0,0,41,남,15년이상,,승합,사업용,기타,기타사고,맑음,주간,차량단독,차량단독-기타,데이터없음,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,6.0,8.0,,,40~49,65세 미만 운전자,0
7120,7120,456,2017,8,27,일요일,23,경상사고,0,0,1,1,50,남,15년이상,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,7.0,9.0,,,50~59,65세 미만 운전자,0
7121,7121,458,2017,9,21,목요일,23,경상사고,0,0,1,0,29,여,5년미만,,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,9.0,11.0,,,20~29,65세 미만 운전자,0
7122,7122,459,2017,10,29,일요일,17,경상사고,0,0,1,0,71,남,15년이상,,승용,비사업용,승용,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,10.0,12.0,,,70~79,65세 이상 고령운전자,1
7123,7123,461,2018,1,24,수요일,10,경상사고,0,0,1,0,51,남,15년미만,,이륜,기타,보행자,보행횡단사고,맑음,주간,차대사람,보도통행중,기타,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,12.0,14.0,,,50~59,65세 미만 운전자,0
7124,7124,464,2018,2,7,수요일,1,경상사고,0,0,1,0,58,남,15년미만,,승용,사업용,화물,일직선사고,흐림,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,15.0,17.0,,,50~59,65세 미만 운전자,0
7125,7125,465,2018,2,20,화요일,16,경상사고,0,0,1,0,66,남,15년이상,,승합,사업용,승합,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,16.0,18.0,,,60~69,65세 이상 고령운전자,1
7126,7126,466,2018,4,20,금요일,3,중상사고,0,2,0,0,39,남,15년이상,,승용,비사업용,승용,진입회전사고,흐림,심야,차대차,측면직각충돌,신호위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,17.0,19.0,,,30~39,65세 미만 운전자,0
7127,7127,468,2018,4,30,월요일,16,중상사고,0,1,0,0,50,남,15년이상,,승합,사업용,기타,기타사고,맑음,주간,차량단독,차량단독-기타,기타,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,19.0,21.0,,,50~59,65세 미만 운전자,0
7128,7128,472,2018,7,2,월요일,15,경상사고,0,0,1,0,52,남,15년미만,,승용,사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,23.0,25.0,,,50~59,65세 미만 운전자,0
7129,7129,473,2018,7,25,수요일,19,경상사고,0,0,3,1,30,남,15년이상,,승용,비사업용,승합,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,24.0,26.0,,,30~39,65세 미만 운전자,0
7130,7130,475,2018,9,5,수요일,15,경상사고,0,0,2,0,72,남,15년이상,,승합,사업용,화물,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,26.0,28.0,,,70~79,65세 이상 고령운전자,1
7131,7131,476,2018,11,1,목요일,16,경상사고,0,0,1,0,67,남,15년이상,,승용,비사업용,승합,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,27.0,29.0,,,60~69,65세 이상 고령운전자,1
7132,7132,479,2018,12,25,화요일,21,부상사고,0,0,0,1,35,남,15년미만,,승용,비사업용,보행자,기타사고,맑음,심야,차대사람,차도통행중,안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,30.0,32.0,,,30~39,65세 미만 운전자,0
7133,7133,480,2019,2,19,화요일,2,경상사고,0,0,1,0,43,남,15년이상,,승용,비사업용,원동기,진입회전사고,맑음,심야,차대차,차대차-기타,신호위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,31.0,33.0,,,40~49,65세 미만 운전자,0
7134,7134,481,2019,2,1,금요일,4,경상사고,0,0,5,0,56,남,15년이상,,승용,비사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,32.0,34.0,,,50~59,65세 미만 운전자,0
7135,7135,482,2019,2,27,수요일,7,경상사고,0,0,1,0,50,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,차로위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,33.0,35.0,,,50~59,65세 미만 운전자,0
7136,7136,483,2019,2,6,수요일,20,중상사고,0,1,0,0,29,남,15년이상,,승용,비사업용,원동기,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,34.0,36.0,,,20~29,65세 미만 운전자,0
7137,7137,484,2019,4,25,목요일,8,경상사고,0,0,1,0,58,여,10년미만,,승용,비사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,35.0,37.0,,,50~59,65세 미만 운전자,0
7138,7138,486,2019,5,21,화요일,0,중상사고,0,1,1,0,55,남,15년이상,,승합,사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,37.0,39.0,,,50~59,65세 미만 운전자,0
7139,7139,487,2019,5,31,금요일,21,경상사고,0,0,1,0,31,남,10년미만,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,38.0,40.0,,,30~39,65세 미만 운전자,0
7140,7140,488,2019,6,3,월요일,22,경상사고,0,0,2,0,56,남,15년이상,,승용,사업용,보행자,보행횡단사고,흐림,심야,차대사람,횡단중,보행자보호의무위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,39.0,41.0,,,50~59,65세 미만 운전자,0
7141,7141,490,2019,7,19,금요일,16,중상사고,0,1,1,0,13,남,데이터오류,,자전거,데이터오류,자전거,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,기타,홍은사거리,37.5913922,126.9414446,서대문구,41.0,43.0,,,10~19,65세 미만 운전자,0
7142,7142,491,2019,7,21,일요일,18,중상사고,0,1,1,0,55,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,중앙선침범,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,42.0,44.0,,,50~59,65세 미만 운전자,0
7143,7143,492,2019,8,24,토요일,1,경상사고,0,0,1,0,62,남,15년미만,,승용,사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,불법유턴,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,43.0,45.0,,,60~69,65세 미만 운전자,0
7144,7144,493,2019,8,6,화요일,3,경상사고,0,0,1,0,59,남,15년이상,,승합,사업용,기타,진입회전사고,맑음,심야,차대차,차대차-기타,신호위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,44.0,46.0,,,50~59,65세 미만 운전자,0
7145,7145,495,2019,8,24,토요일,8,경상사고,0,0,2,1,54,남,15년이상,,승용,비사업용,이륜,진입회전사고,흐림,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,46.0,48.0,,,50~59,65세 미만 운전자,0
7146,7146,497,2019,8,8,목요일,23,경상사고,0,0,1,0,54,남,15년이상,,승용,비사업용,원동기,진입회전사고,맑음,심야,차대차,측면직각충돌,중앙선침범,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,48.0,50.0,,,50~59,65세 미만 운전자,0
7147,7147,498,2019,9,6,금요일,0,중상사고,0,1,0,0,71,남,15년이상,,승용,사업용,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,기타,홍은사거리,37.5913922,126.9414446,서대문구,49.0,51.0,,,70~79,65세 이상 고령운전자,1
7148,7148,500,2019,9,9,월요일,11,경상사고,0,0,1,0,64,남,15년이상,,승용,사업용,승용,진입회전사고,흐림,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,51.0,53.0,,,60~69,65세 미만 운전자,0
7149,7149,501,2019,9,18,수요일,11,경상사고,0,0,2,1,57,남,15년이상,,건설기계,사업용,건설기계,진입회전사고,맑음,주간,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,52.0,54.0,,,50~59,65세 미만 운전자,0
7150,7150,502,2019,11,28,목요일,16,경상사고,0,0,1,0,74,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전거리미확보,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,53.0,55.0,,,70~79,65세 이상 고령운전자,1
7151,7151,504,2019,12,17,화요일,10,경상사고,0,0,1,0,58,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,55.0,57.0,,,50~59,65세 미만 운전자,0
7152,7152,505,2017,10,21,토요일,17,경상사고,0,0,1,0,70,남,15년이상,,승용,사업용,자전거,기타사고,맑음,주간,차대차,차대차-기타,데이터없음,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,56.0,58.0,,,70~79,65세 이상 고령운전자,1
7153,7153,506,2017,12,16,토요일,17,중상사고,0,1,2,0,59,남,15년이상,,승용,비사업용,승합,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,57.0,59.0,,,50~59,65세 미만 운전자,0
7154,7154,507,2018,4,2,월요일,1,사망사고,1,0,0,0,63,남,15년이상,,승용,사업용,이륜,일직선사고,맑음,심야,차대차,정면충돌,중앙선침범,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,58.0,60.0,,,60~69,65세 미만 운전자,0
7155,7155,509,2019,2,24,일요일,9,경상사고,0,0,1,0,26,남,15년이상,0.0,화물,비사업용,화물,진입회전사고,맑음,주간,차대차,측면직각충돌,중앙선침범,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,60.0,62.0,,,20~29,65세 미만 운전자,0
7156,7156,510,2019,6,12,수요일,8,사망사고,1,0,0,0,53,남,15년이상,,건설기계,사업용,보행자,기타사고,맑음,출퇴근,차대사람,차도통행중,안전운전불이행,특별광역시도,홍은사거리,37.5913922,126.9414446,서대문구,61.0,63.0,,,50~59,65세 미만 운전자,0
7157,7157,514,2017,1,20,금요일,19,경상사고,0,0,1,0,47,남,15년이상,,화물,비사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,0.0,2.0,,,40~49,65세 미만 운전자,0
7158,7158,515,2017,5,1,월요일,4,중상사고,0,1,0,0,53,여,15년이상,,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,1.0,3.0,,,50~59,65세 미만 운전자,0
7159,7159,518,2017,6,9,금요일,17,경상사고,0,0,1,0,32,남,4년미만,,승용,비사업용,보행자,보행횡단사고,맑음,주간,차대사람,횡단중,안전운전불이행,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,4.0,6.0,,,30~39,65세 미만 운전자,0
7160,7160,519,2017,9,2,토요일,22,중상사고,0,1,0,0,16,남,1년미만,,이륜,기타,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,5.0,7.0,,,10~19,65세 미만 운전자,0
7161,7161,520,2017,11,1,수요일,22,중상사고,0,1,0,0,48,남,1년미만,,승용,비사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,6.0,8.0,,,40~49,65세 미만 운전자,0
7162,7162,521,2018,2,21,수요일,18,중상사고,0,1,0,0,55,여,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,7.0,9.0,,,50~59,65세 미만 운전자,0
7163,7163,522,2018,3,1,목요일,5,경상사고,0,0,1,0,62,남,15년이상,,화물,비사업용,보행자,기타사고,흐림,새벽,차대사람,차대사람-기타,안전운전불이행,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,8.0,10.0,,,60~69,65세 미만 운전자,0
7164,7164,523,2018,4,10,화요일,3,중상사고,0,1,0,0,63,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,9.0,11.0,,,60~69,65세 미만 운전자,0
7165,7165,526,2019,4,8,월요일,21,중상사고,0,1,2,0,29,남,15년이상,,승용,비사업용,승용,일직선사고,흐림,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,12.0,14.0,,,20~29,65세 미만 운전자,0
7166,7166,527,2019,5,14,화요일,12,경상사고,0,0,1,0,39,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,안전거리미확보,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,13.0,15.0,,,30~39,65세 미만 운전자,0
7167,7167,528,2019,7,2,화요일,14,중상사고,0,1,0,0,59,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,14.0,16.0,,,50~59,65세 미만 운전자,0
7168,7168,530,2019,8,13,화요일,21,경상사고,0,0,1,0,50,여,15년이상,,승용,비사업용,이륜,기타사고,맑음,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,16.0,18.0,,,50~59,65세 미만 운전자,0
7169,7169,531,2019,9,1,일요일,19,중상사고,0,1,0,0,34,여,15년이상,,승용,비사업용,이륜,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,17.0,19.0,,,30~39,65세 미만 운전자,0
7170,7170,533,2019,12,17,화요일,16,부상사고,0,0,0,1,49,남,15년이상,,화물,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,홍제3동주민센터부근,37.5937254,126.9497493,서대문구,19.0,21.0,,,40~49,65세 미만 운전자,0
7171,7171,534,2017,1,3,화요일,15,경상사고,0,0,2,0,45,남,15년이상,,승합,사업용,원동기,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,홍제삼거리,37.5858869,126.9466493,서대문구,0.0,2.0,,,40~49,65세 미만 운전자,0
7172,7172,536,2017,1,16,월요일,22,중상사고,0,1,2,0,54,남,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,홍제삼거리,37.5858869,126.9466493,서대문구,2.0,4.0,,,50~59,65세 미만 운전자,0
7173,7173,537,2017,3,23,목요일,10,부상사고,0,0,0,1,56,남,15년이상,,화물,비사업용,화물,진입회전사고,맑음,주간,차대차,측면직각충돌,안전거리미확보,특별광역시도,홍제삼거리,37.5858869,126.9466493,서대문구,3.0,5.0,,,50~59,65세 미만 운전자,0
7174,7174,538,2017,7,12,수요일,17,경상사고,0,0,1,0,61,남,15년이상,,승용,비사업용,원동기,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,홍제삼거리,37.5858869,126.9466493,서대문구,4.0,6.0,,,60~69,65세 미만 운전자,0
7175,7175,540,2017,12,19,화요일,23,부상사고,0,0,0,1,25,남,15년이상,0.0,이륜,기타,기타,단독사고,맑음,심야,차량단독,공작물추돌,안전운전불이행,특별광역시도,홍제삼거리,37.5858869,126.9466493,서대문구,6.0,8.0,,,20~29,65세 미만 운전자,0
7176,7176,543,2018,4,4,수요일,18,중상사고,0,1,0,0,54,남,15년이상,,승합,사업용,기타,기타사고,맑음,출퇴근,차량단독,차량단독-기타,기타,특별광역시도,홍제삼거리,37.5858869,126.9466493,서대문구,9.0,11.0,,,50~59,65세 미만 운전자,0
7177,7177,544,2018,4,1,일요일,21,경상사고,0,0,2,0,50,여,15년이상,0.0,승용,사업용,승용,일직선사고,흐림,심야,차대차,정면충돌,차로위반,특별광역시도,홍제삼거리,37.5858869,126.9466493,서대문구,10.0,12.0,,,50~59,65세 미만 운전자,0
7178,7178,546,2018,8,20,월요일,1,경상사고,0,0,2,0,58,남,15년이상,,승용,사업용,승용,일직선사고,흐림,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,홍제삼거리,37.5858869,126.9466493,서대문구,12.0,14.0,,,50~59,65세 미만 운전자,0
7179,7179,548,2018,11,23,금요일,23,경상사고,0,0,1,0,50,남,10년미만,,승용,사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,안전거리미확보,특별광역시도,홍제삼거리,37.5858869,126.9466493,서대문구,14.0,16.0,,,50~59,65세 미만 운전자,0
7180,7180,549,2018,12,13,목요일,16,경상사고,0,0,1,0,52,여,15년이상,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,홍제삼거리,37.5858869,126.9466493,서대문구,15.0,17.0,,,50~59,65세 미만 운전자,0
7181,7181,550,2019,1,12,토요일,2,경상사고,0,0,1,0,23,남,15년이상,,원동기,데이터오류,보행자,보행횡단사고,흐림,심야,차대사람,횡단중,안전운전불이행,특별광역시도,홍제삼거리,37.5858869,126.9466493,서대문구,16.0,18.0,,,20~29,65세 미만 운전자,0
7182,7182,552,2019,6,13,목요일,7,경상사고,0,0,3,0,70,남,15년이상,,승용,사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,홍제삼거리,37.5858869,126.9466493,서대문구,18.0,20.0,,,70~79,65세 이상 고령운전자,1
