년도,월,일,요일,시각,사고등급,사망자수,중상자수,경상자수,부상자수,연령,성별,경력,음주,종별,용도,관련자2,사고형태,기상상태,일광상태,사고유형1,사고유형2,법규위반,도로종류,지점명,위도,경도,자치구,
2018,9,11,화요일,3,경상사고,0,0,1,0,57,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,안전거리미확보,특별광역시도,신도봉삼거리,37.6702177,127.0412104,도봉구,
2018,11,8,목요일,1,경상사고,0,0,2,0,81,남,15년미만,,승용,비사업용,승용,일직선사고,비,심야,차대차,추돌(진행중),안전거리미확보,특별광역시도,신도봉삼거리,37.6702177,127.0412104,도봉구,
2019,2,11,월요일,21,중상사고,0,1,0,0,18,남,3년미만,,이륜,데이터오류,기타,단독사고,맑음,심야,차량단독,공작물추돌,안전운전불이행,특별광역시도,신도봉삼거리,37.6702177,127.0412104,도봉구,
2019,3,10,일요일,10,경상사고,0,0,2,1,30,남,15년미만,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,정면충돌,신호위반,특별광역시도,신도봉삼거리,37.6702177,127.0412104,도봉구,
2019,6,30,일요일,17,중상사고,0,1,0,0,34,여,15년이상,,승용,비사업용,자전거,진입회전사고,흐림,주간,차대차,측면직각충돌,직진우회전진행방해,특별광역시도,신도봉삼거리,37.6702177,127.0412104,도봉구,
2019,8,10,토요일,19,경상사고,0,0,2,0,70,남,15년이상,,승용,사업용,승합,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,신도봉삼거리,37.6702177,127.0412104,도봉구,
2019,12,2,월요일,16,경상사고,0,0,1,0,57,남,15년이상,,이륜,데이터오류,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,직진우회전진행방해,특별광역시도,신도봉삼거리,37.6702177,127.0412104,도봉구,
2017,3,4,토요일,2,경상사고,0,0,1,0,64,남,15년이상,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2017,4,12,수요일,14,부상사고,0,0,0,1,45,남,15년이상,,승용,비사업용,원동기,기타사고,맑음,주간,차대차,차대차-기타,차로위반,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2017,5,25,목요일,17,중상사고,0,1,1,0,53,남,15년이상,,승용,사업용,보행자,진입회전사고,맑음,주간,차대사람,횡단중,신호위반,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2017,7,5,수요일,7,경상사고,0,0,1,0,51,남,15년이상,,자전거,기타,보행자,진입회전사고,맑음,출퇴근,차대사람,횡단중,신호위반,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2017,7,9,일요일,11,경상사고,0,0,1,0,32,남,15년미만,,승용,비사업용,보행자,보행횡단사고,맑음,주간,차대사람,횡단중,보행자보호의무위반,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2017,7,24,월요일,15,중상사고,0,1,0,0,26,남,10년미만,,이륜,기타,보행자,진입회전사고,맑음,주간,차대사람,횡단중,신호위반,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2017,9,16,토요일,10,경상사고,0,0,1,0,50,남,3년미만,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,데이터없음,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2017,11,30,목요일,13,경상사고,0,0,1,0,25,남,10년미만,,승용,사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2017,12,9,토요일,10,중상사고,0,1,0,0,39,남,10년미만,,승용,비사업용,보행자,보행횡단사고,맑음,주간,차대사람,보도통행중,데이터없음,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2018,2,14,수요일,19,경상사고,0,0,1,0,45,남,15년이상,,승합,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,직진우회전진행방해,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2018,6,19,화요일,2,경상사고,0,0,1,0,68,남,15년이상,,승용,사업용,이륜,기타사고,맑음,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2018,7,29,일요일,10,중상사고,0,1,0,0,71,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2018,10,20,토요일,15,경상사고,0,0,1,0,75,남,15년이상,,승용,사업용,원동기,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2018,12,15,토요일,23,중상사고,0,1,0,0,61,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,심야,차대차,차대차-기타,신호위반,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2019,3,24,일요일,12,경상사고,0,0,2,0,72,남,15년이상,,승용,사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전거리미확보,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2019,3,25,월요일,22,경상사고,0,0,1,0,61,남,15년이상,,승용,사업용,기타,기타사고,맑음,심야,차량단독,차량단독-기타,안전운전불이행,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2019,6,17,월요일,10,경상사고,0,0,3,0,63,남,15년이상,,승용,사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2019,8,2,금요일,21,경상사고,0,0,1,0,38,남,5년미만,0,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,쌍문3치안센터앞사거리,37.647201,127.025729,도봉구,
2017,1,13,금요일,3,경상사고,0,0,2,0,62,남,15년이상,,승용,사업용,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,1,23,월요일,3,경상사고,0,0,1,0,49,남,15년미만,,승용,사업용,승합,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,2,18,토요일,6,경상사고,0,0,1,0,19,남,15년이상,0,승용,비사업용,승용,진입회전사고,맑음,새벽,차대차,측면직각충돌,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,2,2,목요일,18,부상사고,0,0,0,1,56,남,15년이상,,승합,사업용,보행자,기타사고,맑음,출퇴근,차대사람,차대사람-기타,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,6,3,토요일,0,경상사고,0,0,1,0,18,남,데이터오류,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,6,16,금요일,8,중상사고,0,1,0,0,53,남,15년이상,,승합,사업용,기타,기타사고,맑음,출퇴근,차량단독,차량단독-기타,데이터없음,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,7,15,토요일,11,중상사고,0,1,0,0,73,남,15년이상,,승용,사업용,자전거,기타사고,맑음,주간,차대차,차대차-기타,데이터없음,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,8,9,수요일,2,경상사고,0,0,2,0,45,남,15년이상,0,화물,비사업용,화물,일직선사고,맑음,심야,차대차,추돌(진행중),안전거리미확보,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,8,3,목요일,15,경상사고,0,0,1,0,47,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,안전거리미확보,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,11,26,일요일,3,경상사고,0,0,1,0,23,남,5년미만,0,승용,비사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,11,3,금요일,13,중상사고,0,1,0,0,57,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,11,6,월요일,20,경상사고,0,0,1,0,30,남,15년미만,0,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,차로위반,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,12,12,화요일,7,경상사고,0,0,1,0,46,여,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,12,2,토요일,10,경상사고,0,0,6,0,73,남,15년이상,,승용,비사업용,승합,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2018,7,5,목요일,12,중상사고,0,1,0,0,53,남,15년이상,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2018,7,29,일요일,14,경상사고,0,0,1,0,25,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,기타,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2018,8,22,수요일,22,경상사고,0,0,1,0,67,남,15년이상,,승용,사업용,보행자,기타사고,맑음,심야,차대사람,차대사람-기타,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2018,9,27,목요일,18,경상사고,0,0,1,0,57,남,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,보도통행중,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2018,10,16,화요일,1,경상사고,0,0,1,1,44,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,안전거리미확보,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2018,10,24,수요일,12,경상사고,0,0,1,0,51,여,15년이상,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2019,3,28,목요일,7,중상사고,0,1,0,0,59,남,15년이상,,승합,사업용,기타,기타사고,맑음,출퇴근,차량단독,차량단독-기타,기타,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2019,5,4,토요일,21,중상사고,0,1,2,0,64,남,15년이상,,이륜,데이터오류,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2019,6,12,수요일,13,중상사고,0,1,0,0,56,남,15년이상,,이륜,데이터오류,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2019,8,6,화요일,12,경상사고,0,0,1,0,54,남,15년이상,,승합,사업용,보행자,진입회전사고,맑음,주간,차대사람,차대사람-기타,신호위반,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2019,11,27,수요일,21,부상사고,0,0,0,4,51,남,3년미만,,승용,사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,안전거리미확보,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2019,12,1,일요일,2,중상사고,0,1,0,0,65,남,15년이상,,승용,사업용,보행자,보행횡단사고,비,심야,차대사람,횡단중,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2019,12,26,목요일,17,경상사고,0,0,1,0,53,남,15년이상,,승합,사업용,기타,기타사고,맑음,주간,차량단독,차량단독-기타,안전운전불이행,특별광역시도,쌍문역삼거리,37.6604953,127.0405199,도봉구,
2017,2,1,수요일,20,경상사고,0,0,1,0,35,남,15년이상,,이륜,기타,보행자,기타사고,맑음,출퇴근,차대사람,차도통행중,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2017,3,10,금요일,21,경상사고,0,0,1,0,29,여,15년이상,,승용,사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2017,5,1,월요일,19,중상사고,0,1,0,0,75,남,데이터오류,,이륜,기타,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2017,7,8,토요일,7,경상사고,0,0,1,0,59,남,15년이상,,승용,사업용,승용,진입회전사고,비,출퇴근,차대차,측면직각충돌,직진우회전진행방해,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2017,7,19,수요일,14,경상사고,0,0,1,0,68,남,15년이상,,승용,사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2017,9,14,목요일,12,부상사고,0,0,0,1,43,여,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2017,11,29,수요일,11,경상사고,0,0,1,0,38,남,15년이상,,원동기,기타,자전거,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2017,11,19,일요일,13,경상사고,0,0,1,0,51,여,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,직진우회전진행방해,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2018,1,17,수요일,23,경상사고,0,0,1,0,38,남,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2018,2,18,일요일,21,경상사고,0,0,1,0,62,남,15년이상,,승용,비사업용,보행자,기타사고,맑음,심야,차대사람,차대사람-기타,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2018,3,5,월요일,11,경상사고,0,0,1,2,54,여,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2018,4,13,금요일,8,중상사고,0,1,0,0,20,남,2년미만,,승용,비사업용,보행자,기타사고,맑음,출퇴근,차대사람,차대사람-기타,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2018,4,27,금요일,18,경상사고,0,0,1,0,38,여,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,보행자보호의무위반,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2018,5,3,목요일,9,경상사고,0,0,1,0,49,남,15년이상,,화물,비사업용,자전거,진입회전사고,맑음,주간,차대차,차대차-기타,신호위반,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2018,6,11,월요일,7,중상사고,0,2,1,0,52,남,10년미만,,승용,비사업용,승합,기타사고,맑음,출퇴근,차대차,차대차-기타,교차로운행방법위반,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2018,7,18,수요일,19,경상사고,0,0,1,0,26,여,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2018,7,28,토요일,19,중상사고,0,1,0,0,67,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,출퇴근,차대차,차대차-기타,신호위반,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2018,10,29,월요일,15,경상사고,0,0,1,0,58,여,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,주간,차대사람,횡단중,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2018,11,12,월요일,18,경상사고,0,0,1,0,30,여,3년미만,,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2019,3,18,월요일,15,중상사고,0,1,0,0,53,남,15년이상,,승용,비사업용,자전거,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2019,6,1,토요일,13,경상사고,0,0,1,0,63,남,15년이상,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2019,7,14,일요일,19,중상사고,0,1,0,0,32,남,15년미만,,승용,비사업용,이륜,일직선사고,맑음,출퇴근,차대차,정면충돌,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2019,9,10,화요일,9,경상사고,0,0,2,0,61,남,15년이상,,승용,사업용,승용,진입회전사고,비,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2019,9,9,월요일,12,경상사고,0,0,1,0,72,남,15년이상,,승용,비사업용,승용,기타사고,흐림,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,쌍문파출소사거리,37.6500531,127.0201853,도봉구,
2017,9,1,금요일,10,경상사고,0,0,1,0,64,남,15년이상,,승용,사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2017,9,16,토요일,14,경상사고,0,0,2,0,69,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2017,10,19,목요일,11,중상사고,0,1,1,0,41,여,15년이상,,승용,비사업용,이륜,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2017,11,16,목요일,4,중상사고,0,1,0,0,53,남,15년이상,,화물,비사업용,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2017,12,20,수요일,5,경상사고,0,0,3,0,49,남,15년이상,,승용,사업용,승합,진입회전사고,맑음,새벽,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2017,12,26,화요일,18,경상사고,0,0,1,0,43,남,10년미만,,승용,사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전거리미확보,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,1,10,수요일,11,경상사고,0,0,1,0,48,남,15년이상,,승합,사업용,승합,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,3,22,목요일,20,경상사고,0,0,1,0,57,남,15년이상,,원동기,기타,원동기,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,5,8,화요일,3,경상사고,0,0,4,0,55,남,15년이상,,화물,사업용,화물,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,5,6,일요일,21,경상사고,0,0,1,0,67,남,15년이상,,승용,사업용,이륜,일직선사고,맑음,심야,차대차,차대차-기타,중앙선침범,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,6,7,목요일,7,경상사고,0,0,1,0,64,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,7,25,수요일,16,부상사고,0,0,0,1,35,남,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,7,2,월요일,17,중상사고,0,1,1,0,65,남,15년이상,,승용,사업용,승용,진입회전사고,비,주간,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,7,17,화요일,21,경상사고,0,0,2,0,46,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,10,1,월요일,4,경상사고,0,0,3,0,42,남,10년미만,,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,차대차-기타,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,10,13,토요일,9,경상사고,0,0,1,0,55,남,15년미만,,승용,사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,10,16,화요일,17,경상사고,0,0,1,0,39,여,데이터오류,,승합,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,11,19,월요일,5,중상사고,0,1,0,0,25,남,10년미만,,승합,사업용,보행자,보행횡단사고,맑음,새벽,차대사람,횡단중,안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,12,26,수요일,19,경상사고,0,0,2,0,35,남,10년미만,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,12,17,월요일,22,부상사고,0,0,0,1,28,남,10년미만,,이륜,기타,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,1,20,일요일,19,경상사고,0,0,1,0,33,남,15년이상,,이륜,데이터오류,이륜,진입회전사고,맑음,출퇴근,차대차,차대차-기타,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,1,28,월요일,23,경상사고,0,0,1,0,49,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,심야,차대차,차대차-기타,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,2,14,목요일,8,경상사고,0,0,1,0,59,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,4,19,금요일,16,경상사고,0,0,1,0,52,남,15년이상,,화물,비사업용,화물,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,4,2,화요일,21,경상사고,0,0,2,0,27,남,3년미만,,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,안전거리미확보,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,5,25,토요일,4,경상사고,0,0,2,0,60,남,15년이상,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,5,6,월요일,14,경상사고,0,0,1,0,66,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,6,10,월요일,0,중상사고,0,1,0,0,69,남,15년이상,,승용,사업용,이륜,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,6,5,수요일,11,경상사고,0,0,1,0,46,여,15년이상,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,6,5,수요일,20,경상사고,0,0,2,0,54,여,15년이상,,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,7,14,일요일,18,중상사고,0,1,0,0,47,남,15년이상,,승합,사업용,이륜,진입회전사고,맑음,출퇴근,차대차,차대차-기타,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,8,26,월요일,5,경상사고,0,0,1,2,29,남,15년이상,,승합,비사업용,화물,진입회전사고,맑음,새벽,차대차,정면충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,8,17,토요일,13,경상사고,0,0,1,0,48,남,15년이상,,승용,비사업용,보행자,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,8,24,토요일,22,경상사고,0,0,1,0,30,남,15년미만,,승합,비사업용,이륜,진입회전사고,맑음,심야,차대차,차대차-기타,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,9,15,일요일,0,중상사고,0,1,1,0,25,남,15년이상,,이륜,데이터오류,이륜,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,9,5,목요일,6,경상사고,0,0,2,0,53,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,새벽,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,9,29,일요일,15,중상사고,0,1,0,0,56,남,15년이상,,승합,사업용,이륜,진입회전사고,맑음,주간,차대차,차대차-기타,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,10,22,화요일,3,경상사고,0,0,1,0,35,남,10년미만,0,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,10,17,목요일,11,중상사고,0,1,0,0,65,여,15년이상,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,11,12,화요일,10,경상사고,0,0,1,0,73,남,15년이상,,승용,사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2017,12,8,금요일,6,경상사고,0,0,1,0,64,남,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,새벽,차대사람,횡단중,안전운전불이행,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2017,12,29,금요일,18,경상사고,0,0,2,0,66,남,15년이상,,승용,비사업용,승용,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2018,12,16,일요일,13,경상사고,0,0,2,0,62,남,15년미만,,승용,비사업용,승용,진입회전사고,흐림,주간,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,3,9,토요일,13,경상사고,0,0,1,0,32,남,15년미만,,승용,비사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
2019,9,12,목요일,21,부상사고,0,0,0,1,38,여,15년이상,,승용,비사업용,이륜,진입회전사고,비,심야,차대차,측면직각충돌,신호위반,특별광역시도,우이교교차로,37.6368884,127.0364618,도봉구,
